NAICS Code,Industry,Emission Factor (Without Margins)_USD,Emission Factor (Without Margins)_CO2e,Material Type,Weight (kg),Emission Factor per kg (CO2e),Predicted Production Emissions,Logistics Emissions,Total Emissions,Transport Mode
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,air
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,land
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,land
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,0.000776,0.244,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,air
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,0.000776,0.244,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,air
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,0.000776,0.244,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,land
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,air
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,air
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,0.000776,0.244,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,land
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,0.000776,0.244,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,water
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,air
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,0.000776,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,air
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,water
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,land
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,air
493110,General Warehousing and Storage,0.000776,0.244,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,air
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,air
493110,General Warehousing and Storage,0.000776,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,0.000776,0.244,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,air
493110,General Warehousing and Storage,0.000776,0.244,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,water
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,water
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,3,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,2,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,4,7.0,7.0,0.0838563504755357,7.083856350475536,water
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,water
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,air
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,land
493110,General Warehousing and Storage,0.000776,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,8,7.0,7.0,0.0838563504755357,7.083856350475536,air
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1,7.0,7.0,0.0838563504755357,7.083856350475536,water
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,6,7.0,7.0,0.0838563504755357,7.083856350475536,land
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,5,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,air
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,7,7.0,7.0,0.0838563504755357,7.083856350475536,water
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,land
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,9,7.0,7.0,0.0838563504755357,7.083856350475536,water
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,10,7.0,7.0,0.0838563504755357,7.083856350475536,land
442299,All Other Home Furnishings Stores,4.98e-10,0.111,Other,4,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
813311,Human Rights Organizations,1.26e-09,0.059,Other,8,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
551112,Offices of Other Holding Companies,1.04e-10,0.084,Other,4,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
332420,Metal Tank (Heavy Gauge) Manufacturing,3.36e-10,0.267,Other,5,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
562212,Solid Waste Landfill,7.84e-09,0.988,Other,7,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
812199,Other Personal Care Services,1e-08,0.125,Other,8,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
541340,Drafting Services,3.99e-09,0.103,Other,1,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
523130,Commodity Contracts Dealing,9.77e-08,0.043,Other,7,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
311920,Coffee and Tea Manufacturing,0.184,0.313,Other,6,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,1.52e-07,0.112,Other,7,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
722511,Full-Service Restaurants,7.98e-10,0.194,Other,3,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
512191,Teleproduction and Other Postproduction Services,0.000665,0.047,Other,8,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
313230,Nonwoven Fabric Mills,1.39e-08,0.48,Other,3,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
813211,Grantmaking Foundations,3.11e-10,0.059,Other,10,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
561499,All Other Business Support Services,2.04e-09,0.111,Other,9,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
562219,Other Nonhazardous Waste Treatment and Disposal,1.9e-06,0.988,Other,1,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
333613,Mechanical Power Transmission Equipment Manufacturing,5.41e-08,0.187,Other,7,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",8.18e-08,0.438,Other,10,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
332710,Machine Shops,1.81e-08,0.262,Other,10,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
424710,Petroleum Bulk Stations and Terminals,3.14e-09,0.102,Other,1,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
515120,Television Broadcasting,2.53e-09,0.079,Other,2,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
221330,Steam and Air-Conditioning Supply,1.09e-09,0.578,Other,7,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
424710,Petroleum Bulk Stations and Terminals,4.95e-10,0.102,Other,3,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
311513,Cheese Manufacturing,2.2e-09,0.936,Other,8,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
114112,Shellfish Fishing,5.99e-10,0.127,Other,3,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
323117,Books Printing,4.79e-09,0.202,Other,1,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
423520,Coal and Other Mineral and Ore Merchant Wholesalers,0.00181,0.108,Other,5,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
448120,Women's Clothing Stores,1.33e-09,0.138,Other,7,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
483211,Inland Water Freight Transportation,3.7e-05,0.816,Other,6,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
522210,Credit Card Issuing,0.000286,0.072,Other,4,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",0.0917,0.108,Other,8,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
722310,Food Service Contractors,1.86e-07,0.132,Other,6,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
621512,Diagnostic Imaging Centers,0.0765,0.092,Other,6,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,1.52e-07,0.112,Other,7,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
522210,Credit Card Issuing,5.15e-10,0.072,Other,5,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
562119,Other Waste Collection,3.21e-07,0.988,Other,7,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
446191,Food (Health) Supplement Stores,1.4e-09,0.13,Other,5,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
447110,Gasoline Stations with Convenience Stores,0.000656,0.183,Other,2,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
336612,Boat Building,0.000548,0.15,Other,8,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
525910,Open-End Investment Funds,1.58e-07,0.218,Other,1,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",5.79e-09,0.093,Other,9,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
445120,Convenience Stores,7.86e-10,0.186,Other,1,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
517410,Satellite Telecommunications,8.34e-06,0.078,Other,6,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
611519,Other Technical and Trade Schools,0.0892,0.108,Other,4,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
334514,Totalizing Fluid Meter and Counting Device Manufacturing,1.75e-08,0.063,Other,2,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
611410,Business and Secretarial Schools,4.17e-10,0.108,Other,1,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
441310,Automotive Parts and Accessories Stores,2.93e-10,0.073,Other,1,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
331313,Alumina Refining and Primary Aluminum Production,3.39e-09,1.003,Other,4,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
311313,Beet Sugar Manufacturing,1.68e-10,0.442,Other,4,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
316992,Women's Handbag and Purse Manufacturing,2.16e-10,0.222,Other,1,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,air
424510,Grain and Field Bean Merchant Wholesalers,2.43e-07,0.144,Other,10,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
311340,Nonchocolate Confectionery Manufacturing,2e-08,0.442,Other,3,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
